assessmentId,internalTaxonId,scientificName,redlistCategory,redlistCriteria,yearPublished,assessmentDate,criteriaVersion,language,rationale,habitat,threats,population,populationTrend,range,useTrade,systems,conservationActions,realm,yearLastSeen,possiblyExtinct,possiblyExtinctInTheWild,scopes
63891140,63891123,Drosera gibsonii,Vulnerable,D1+2,2020,2020-01-17 00:00:00 UTC,3.1,English,"This species is assessed as Vulnerable (VU D1+2) based on the low frequency of individuals within the population (estimated to be &lt;1,000 plants), the small area of occupancy known for the species, the fact the species is known from only a single location, and the potential for rapid population decline following fires during the reproductive period.","<em>Drosera gibsonii</em> is a fibrous rooted perennial herb, occurring in heathland and open Eucalyptus woodland, where it grows on low slopes in sandy clay soils. The species flowers from November-December (Lowrie 2014).","It is not clear how <em>D. gibsonii</em> responds to fire, however fires during winter and early spring when plants are producing gemmae may threaten population viability through high plant and gemmae mortality. Seed production rates in <em>D. gibsonii</em> appear to be low (similar to many pygmy<em> Drosera</em>), and thus populations may possess a limited capacity to recover from a soil seed bank following intense fires resulting in high levels of mortality (Lowrie 2014). Population recovery was noted to be slow after a fire in 1994, and frequent burning may result in rapid population decline. Future research must elucidate the role of fire in the ecology of this species. A large and extreme bushfire in the summer of 2019/2020 impacted upon the entirety of one population of this species, and given the slow recovery following fire in 1994 it seems likely that this species will recover equally slowly, placing it at significant risk from future fires occurring at high frequency (i.e., prescribed burns).","Only two small subpopulations are known, including one at the base of Bluff Knoll and one in a valley approximately 13 km to the east. Both are protected within the Stirling Range National Park. Individuals appear to be scattered within each population, and occur only at low frequencies.",Stable,"<em>Drosera gibsonii</em> is endemic to a small area of the Esperance Plains region, northeast of Albany, in southwest Western Australia. The two known populations occur within the Stirling Range National Park. The Stirling Range National Park has been the focus of numerous floristic surveys, suggesting that the occurrence of additional populations is relatively unlikely.",<p>This species is cultivated by a small number of dedicated enthusiasts of the genus. Commercial trade is insignificant.</p>,Terrestrial,"No conservation and management initiatives dealing specifically with this taxon are known, although a conservation and management plan covers the Stirling Range National Park that provides indirect protection and management to the species. Intensive survey work should focus on similar habitat throughout the Stirling Range National Park, to determine whether the species is indeed restricted only to the two sites known. Additionally, land managers should consider burning <em>D. gibsonii</em> habitat in periods other than spring and summer to ensure population viability.",Australasian,,false,false,Global
63901753,63901574,Drosera graniticola,Vulnerable,D2,2020,2020-01-17 00:00:00 UTC,3.1,English,"The species' extent of occurrence (EOO) and area of occupancy (AOO) meet the thresholds for Endangered under criterion B. However the remaining subpopulations appear to be relatively stable, and two of the three known locations are somewhat protected within conservation reserves. The number of individuals within each disjunct subpopulation is also relatively large, however the highly disjunct and fragmented nature of remaining subpopulations, as well as their close association with a unique and sensitive habitat, puts them intrinsically at risk of rapid decline following disturbance or degradation: grazing by feral stock or weed invasion could rapidly push the species to CR or EX. The species is therefore assessed as Vulnerable under criterion D2 on the basis of its small range, highly specific habitat, and the small number of locations known. <span style=""""></span>","<em>Drosera graniticola</em> is an erect, tuberous, geophytic herb occurring only in shallow moss swards bordering granite outcrops. The species flowers in September.","Damage to the sensitive habitat of <em>D. graniticola</em> through anthropogenic recreation activities and stock grazing is of concern, particularly as the granite rocks on which the species is restricted to represent areas frequently used for popular recreation. Fire during winter and spring when the species is in full growth and flowering may also threaten population viability. As with some tuberous species in agricultural regions of inland Western Australia, tuber predation by feral rabbits is also a potential threat. Some poaching of this species has been reported in the past, however this appears to have ceased.","Three localities comprising seven subpopulations of <em>D. graniticola</em> are known, located on five granite outcrops. These occur in a well-surveyed region, and thus it is unlikely that additional populations exist. Two localities (four subpopulations) are protected within Nature Reserves (Lake Hurlstone nature reserve and Lake Varley nature reserve), while the third locality at Holt Rock is unprotected. Individual subpopulations consist of approximately 1,000–2,000 individuals, indicating that total population size is likely to be around 5,000-10,000.",Stable,"<em>Drosera graniticola</em> is endemic to the southwest of Western Australia, and is restricted to only a handful of granite outcrops east of Hyden. The species’ extent of occurrence (EOO) is approximately 36 km², however the majority of this area is heavily degraded agricultural land and is not representative of the true distribution of the taxon (given its direct association with granite). Its area of occupancy is small, and although based on standard cell widths AOO is estimated to be 24 km<sup>2</sup>, the species actual AOO given its highly specific habitat association is only 3–6 km². Numerous granite outcrops throughout the southwest of Western Australia have been completely degraded by stock, predominantly sheep, and it is likely that&#160;historically&#160;<em>D. graniticola</em> was more widespread in the region.",<p>This species is cultivated by a small number of dedicated enthusiasts of the genus. Commercial trade is insignificant.</p>,Terrestrial,"No conservation and management initiatives dealing specifically with this taxon are known. As the species is endemic to the moss swards on granite aprons, these microhabitats must be preserved to ensure long-term viability of the species. Fencing and signage in high-profile recreational areas both within and outside Nature Reserves may assist in achieving this outcome. Fencing of subpopulations and rabbit baiting throughout the species range is likely to reduce population declines through tuber predation. Future research should focus on elucidating the impact of fire on population dynamics.",Australasian,,false,false,Global
67693954,66442015,Drosera lasiantha,Vulnerable,D2,2020,2020-01-17 00:00:00 UTC,3.1,English,"This species is classed as Vulnerable D2 because it is known from two widely separated sites which are both threatened by the extreme and intense fires which result from inappropriate fire management. This could drive the species to CR or EX within a short timeframe. There is therefore one threat-defined location, despite the fact that all known plants lie within protected areas.","This species grows in loam-laterite soils in open areas on scree slopes with low, wet jarrah forest.",Both sub-populations of this species are threatened by the very intense fires which result from inappropriate fire management.,"There is no information on population trends in this species. It occurs in two widely separated sites, one of which is on the summit of a mountain and the other on the slope of a single laterite hill.",Unknown,"This species is endemic to south-western Western Australia, where it is known from two sites north and west of Albany.","This species is cultivated by a small number of enthusiasts of the genus, commercial trade is insignificant.",Terrestrial,"Both subpopulations lie within protected areas, however this does not protect the species from the consequences of inappropriate fire management.",Australasian,,false,false,Global
67693984,66443625,Drosera orbiculata,Vulnerable,D2,2020,2020-01-17 00:00:00 UTC,3.1,English,"This species is assessed as Vulnerable D2. It is restricted to a single unprotected site and may be threatened by use of herbicides and/or competition from invasive plant species. In addition, drought, and inappropriate fire management / altered fire regimes are significant potential threats. Any of these threats could rapidly push the species to CR or EX. However further surveys are required as the discovery of additional subpopulations in conservation reserves nearby could reduce the threat category.",This species is found in sandy clay soils in winter wet depressions in woodland (Lowrie 2014).,"This species is only known from a small area of land on a railway reserve and weed management of this area by chemical spraying may represent a threat to this species. Conversely a lack of weed management may result in a threat to this species through competition from invasive plant species. In addition, drought, and inappropriate fire management / altered fire regimes are significant potential threats.",This species is reported to be locally abundant at the one location where it has been recorded (G.Bourke pers. comm.).,Unknown,"This species is restricted to a small area of habitat in Gillingarra, north of Perth in southwest Western Australia (Lowrie 2014).",<p>This species is cultivated by a small number of dedicated enthusiasts of the genus. Commercial trade is insignificant.</p>,Terrestrial,"Urgent further surveys are needed to determine the precise EOO and AOO of this species. Also urgent management of the known population is required, including fencing and signage to prevent decline through herbicide spraying.",Australasian,,false,false,Global
67693999,66434414,Drosera allantostigma,Critically Endangered,B1ab(iii)+2ab(iii),2020,2020-01-17 00:00:00 UTC,3.1,English,"<em>Drosera allantostigma </em>is known from only three sites in a very small area. All three of these sites lie within roadside reserves that are are risk of ongoing habitat decline due to clearing, weed encroachment, and fire management; accordingly, they comprise a single location. Two subpopulations have not been recently observed despite significant effort, and only two individuals were located at the third site in 2016 despite two hours of expert survey effort. Four individuals were observed in December 2018, and none were located in 2019 despite at least three surveys in Spring and early Summer - this species therefore may be already Extinct. Additional survey efforts in Badgingarra National Park and Beekeepers Nature Reserve are urgently required and may result in the discovery of new subpopulations, however this would not significantly increase the species' EOO and these areas are well-surveyed. Due to the small EOO and AOO, and ongoing threats to all known subpopulations, along with the possibility that it may no longer be extant, this species is assessed as Critically Endangered (Possibly Extinct), meeting CR B1ab(iii)+2ab(iii).",<p><em>Drosera allantostigma </em>is a small rosetted perennial herb occurring in sandy or peaty winter-wet depressions in open heathland. The species flowers in November-December.</p>,"Threats to the species primarily include degradation of suitable habitat through agricultural development, and disturbance to roadside reserves. Additional threats are not clear but may include changed fire regimes as the species prefers open, loose plant assemblages maintained by fire.","Three subpopulations are known, however recent records of the species at two sites are lacking despite significant attempts to relocate it. Both sites are considered extinct. Herbarium records for  two subpopulations date to 1987 and 1994 respectively, and only a single subpopulation has been recently verified. Two individuals were located at this site in 2016 after two hours of survey effort. No individuals were relocated in 2018 or 2019.",Unknown,"<em>Drosera allantostigma</em> is restricted in distribution to a small area of the Geraldton Sandplains, around 150 km north of Perth (Lowrie 2014). Suitable habitat in the region is relatively fragmented. The species range is restricted to a single disturbed roadside habitat.",The species is only grown and traded by dedicated enthusiasts of <em>Drosera</em>. The scale of this trade is very small and demand is largely met through the trade of seed produced by cultivated plants.,Terrestrial,No conservation and management initiatives dealing specifically with this taxon are known. The precise population size of this species must be confirmed through targeted surveys of suitable habitat on private and agricultural lands throughout the EOO. Individual populations may be safeguarded through herbivore-exclusion fencing and fire management.,Australasian,December 2018,true,false,Global
67694029,66443088,Drosera monticola,Vulnerable,D2,2020,2020-01-17 00:00:00 UTC,3.1,English,"This species typically only grows near the summit of two mountains and is restricted to a very small area, so may be vulnerable to climate change, however it is extremely unlikely that climate change will cause significant reductions in population size within the next ten years. However, altered fire regimes and inappropriate fire management are significant potential threats, which may additionally interact with climate change, as uncontrolled fire could rapidly drive the species to CR or EX. This species is therefore assessed as Vulnerable D2.",This species occurs on loam soils and moss swards on the upper slope and summit on mountains.,"This species typically only grows near the summit of mountains and is restricted to a very small area, so is very vulnerable to climate change and to inappropriate fire management leading to altered fire regimes.","There is no information on population trends in this species, it is restricted to two peaks but is extremely common where it occurs.",Stable,This species is endemic to southwestern Australia where it occurs on the summits of two mountains in the Sterling Range National Park.,"This species is cultivated by a small number of enthusiasts of the genus, commercial trade is insignificant.",Terrestrial,"It is not clear what can be done apart from global reduction in use of fossil fuels, however&#160;it is vital that a programme of monitoring designed to register subtle changes in population or reproductive capacity is initiated to inform future revisions of this assessment.",Australasian,,false,false,Global
67694034,66437369,Drosera bulbigena,Vulnerable,A2ac; D2,2020,2020-01-17 00:00:00 UTC,3.1,English,"This species has undergone a population decline of 30% in the last ten years, and is now known from only five localities. The decline has ceased, however the remaining populations are threatened by fragmentation, altered hydrology, and habitat loss through clearing for agricultural development. Poor habitat management and invasion of weeds including <em>Watsonia</em> spp. could drive the species to CR or EX within a short timeframe. It is therefore classified as Vulnerable A1ac; D2.",The species occurs on the margins of swamps and in low lying seasonally wet areas in sandy peat soils (Lowrie 2014).,"Habitat loss and population fragmentation pose a significant threat to population viability, as this species does not possess a significant dispersive capacity over long distances and is already relatively fragmented. However, there is no evidence of continuing decline to the remaining populations. Altered hydrology in seasonally wet areas is of potential concern, and managed fires during winter and spring when the species is flowering and setting seed may be of particular significance. Invasion of weeds including <em>Watsonia</em> species could also cause rapid declines.","There is no information on population trends in this species, it has a patchy distribution but is locally common.",Unknown,<em>Drosera bulbigena</em> is known from three small areas between Perth and Busselton in the southwest of Western Australia (Lowrie 2014).,<p>This species is cultivated by a small number of dedicated enthusiasts of the genus. Commercial trade is insignificant.</p>,Terrestrial|Freshwater (=Inland waters),"No conservation and management initiatives dealing specifically with this taxon are known. The management of hydrology in small habitat fragments should be a priority. Additionally, land managers should consider burning in periods other than winter and spring to ensure population viability.",Australasian,,false,false,Global
67694084,66442331,Drosera leucostigma,Vulnerable,D2,2020,2020-01-17 00:00:00 UTC,3.1,English,"This species has a restricted distribution and small population size of this species, with the risk of rapid declines from further habitat loss or degradation by poor fire management - these threats could push it to Critically Endangered or Extinct within a short time frame. It is therefore assessed as Vulnerable D2.",This species occurs in seasonally wet areas on sandy soils.,The very small population size of this species places it intrinsically at risk of rapid declines from further habitat loss or degradation by poor fire management.,"This species is known from seven small sub-populations, all within highly fragmented remnant native vegetation.",Stable,This species is endemic south-western Australia where it occurs in a small region between Jurien Bay and Mogumber.,"This species is cultivated by a small number of enthusiasts of the genus, commercial trade is insignificant.",Freshwater (=Inland waters),"The species is highly vulnerable to rapid changes in habitat quality, and continuing habitat management must be undertaken to protect against threats such as aseasonal fire. Species recovery activities, such as weed management and targeted recruitment assistance where necessary, should be undertaken.",Australasian,,false,false,Global
67694134,66443836,Drosera pedicellaris,Vulnerable,D2,2020,2020-01-17 00:00:00 UTC,3.1,English,"This species is assessed as Vulnerable D2. This is due to the plausible future threats facing the southern most subpopulation from agricultural development and the restricted area of occupancy and few number of locations currently known for the species.&#160;Inappropriate fire management and altered fire regimes, drought, or invasion of habitat by weeds could drive the species to CR or EX in a short timeframe.",This species occurs in deep white sandy soils in heathland (Lowrie 2014).,"The northern and eastern subpopulations occur in nature reserves and are therefore likely to be somewhat protected, however the effects of fire on population structure and recruitment remain unknown. The southern subpopulation is not protected and is potentially at risk from agricultural development.",This species is locally uncommon at the three localities where it is recorded (G.Bourke pers. comm.) and appears to be restricted exclusively to white sandy soils harbouring open heathland (Lowrie 2014).,Stable,"This species is restricted to three small areas, one south east of Geraldton in the vicinity of Three Springs, one to the east of Geraldton in the vicinity of Pindar and the third in the northern edge of Badgingarra nature reserve, in the south west of Western Australia (Lowrie 2014).",<p>This species is cultivated by a small number of dedicated enthusiasts of the genus. Commercial trade is insignificant.</p>,Terrestrial,"Two sites are protected within nature reserves, the Urawa nature reserve and Badgingarra nature reserve. The remaining site is unprotected and potentially at risk of agricultural development. However it is possible that the species also occurs in other areas of Badgingarra nature reserve or in other remote areas of similar unsurveyed habitat (Lowrie 2014).",Australasian,,false,false,Global
67694204,66443813,Drosera patens,Endangered,"B1ab(iii,v)+2ab(iii,v)",2020,2020-01-17 00:00:00 UTC,3.1,English,"This species is known from four fairly widely separated sites and is scarce where it occurs. The currently known EOO and AOO are 337 km<sup>2</sup> and 24 km<sup>2&#160;</sup>respectively, and there are four locations. The population is in decline due to the impacts of significant continuing droughts in the last few years resulting from altered hydrology at multiple sites. The species is therefore assessed as EN b1ab(iii,v)+2ab(iii,v).","This species occurs on the margins of swamps, lakes and seasonally wet depressions in sandy soils.","This species is threatened by changes to the hydrology of the lakes that the sub-populations are associated with, such as over-abstraction.",This species has a patchy distribution and no populations are particularly large. The population is in decline due to the impacts of significant continuing droughts in the last few years resulting from altered hydrology at multiple sites.,Decreasing,"This species is endemic to south-western Western Australia, where it occurs on two small areas to the north and north-east of Perth.","This species is cultivated by a small number of enthusiasts of the genus, commercial trade is insignificant.",Freshwater (=Inland waters),There are no conservation measures in place but there is a need to initiate a monitoring protocol which is designed to measure changes in population.,Australasian,,false,false,Global
67694274,66439404,Drosera dichrosepala,Endangered,A3c,2020,2020-01-17 00:00:00 UTC,3.1,English,"This species is known from only two sub-populations and the overall population is estimated to be less then 500 mature individuals. The very small population size places the species intrinsically at risk of rapid decline from even small disturbances to remaining habitat, and one subpopulation faces a significant risk of decline from ongoing habitat degradation. The species is therefore assessed as Endangered (A3c).",This species occurs in shallow sandy soil over laterite among low heath and scrub.,"The small population size puts this species intrinsically at risk from even minor habitat degradation through habitat loss, poor fire management, or the invasion of exotic species. Although one subpopulation occurs in a small protected area, the only other known locality is in a small patch of unprotected and unmanaged bushland used for sand extraction for roadbase building. Significant areas of this reserve have already been heavily degraded or the habitat has been lost completely, and it is expected that ongoing degradation and clearance of this vegetation will result in the loss of this subpopulation in the coming years.","There is no information on population trends in this species. It is known from two sites separated by approximately 10 km, and it is estimated that there are probably 200-300 plants in total (R. Nunn pers. comm.).",Stable,"This species is endemic to Western Australia, where it occurs in two subpopulations in a small area south-east of Perth near Woodanilling and between Katanning and Nyabing.","This species is cultivated by a small number of enthusiasts of the genus, commercial trade is insignificant.",Terrestrial,"There are no direct conservation measures in place for this species, however future conservation actions should focus on the management and protection of remaining habitat.",Australasian,,false,false,Global
67694284,66443768,Drosera oreopodion,Critically Endangered,"B1ab(ii,iii,v)+2ab(ii,iii,v)",2020,2020-01-17 00:00:00 UTC,3.1,English,"<em>Drosera oreopodion</em> is recorded only from a roadside reserve near Armadale (Western Australia), placing it at high risk from numerous threatening processes. Anecdotal evidence of local government managers spraying the roadside reserve with glyphosate seasonally is of extreme concern, as is the level of weed encroachment and lack of reproduction by seeds indicating that aseasonal fire may be a potential concern. Subsequently, due to the fact only a single site is believed to exist and the fact that this site is both very small, unprotected, and at significant risk, the species fits the criteria for Critically Endangered B1ab(ii,iii,v)+2ab(ii,iii,v).","<em>Drosera oreopodion</em> is a small tufted rhizomatous perrenial herb, growing in open areas of low heathland in lateritic soil mixed with lateritite pebbles over clay (Lowrie 2014). The species flowers around October.<br/><br/>No seeds have ever been observed for the species, and it may represent a hybrid (Lowrie 2014). Recruitment appears to be exclusively via the dispersal of gemmae (vegetative propagules; Lowrie 2014).","The roadside population near Armadale is at continuing risk from the encroachment of numerous invasive plant species, notably as these rapidly colonise the open patches that represent the only suitable habitat for the species. Anecdotal evidence suggests local government managers are spraying the roadside reserve with glyphosate seasonally to control weeds, and this may represent an additional threat. This population has declined significantly in the last five years, and is expected to decline further without adequate management. Fire may also pose a threat to the species, particularly during the growing season (especially winter), as the species is believed to reproduce entirely through the dispersal of gemmae in winter (Lowrie 2014). Aseasonal prescribed burns may therefore be catastrophic. Significant rabbit activity has been observed in the region, and this may also pose a threat.","Only one extant population is known for the species, located in a small and unprotected railside reserve in the vicinity of Armadale. The population is small, estimated to be around 1000 mature individuals, with individuals scattered in clusters along a strip of vegetation ten metres wide by approximately 100 metres long. <br/><br/>Surveys of a fenced reserve immediately adjacent, as well as several vegetation remnant patches within 10 km of the site, did not reveal any additional subpopulations. It seems probably therefore that this small and unprotected area comprises the species entire range.",Decreasing,"<em>Drosera oreopodion </em>is endemic to a small area southeast of Perth in Western Australia, near Armadale and Byford (Lowrie 2014). The species has been recorded only from a small railway reserve near Armadale, and from a site that has since been lost due to development near Byford (Lowrie 2014). Extensive survey of the few remnant vegetation patches surrounding these areas has not resulted in the discovery of additional subpopulations (AT Cross pers. obs.).",<p>This species is cultivated by a small number of dedicated enthusiasts of the genus. Commercial trade is insignificant.</p>,Terrestrial,"No conservation and management initiatives dealing specifically with this taxon are known.     <br/><br/>However, urgent and immediate management of the railside subpopulation is required. This area should be fenced to exclude recreational damage and herbivores, and weed management must be undertaken throughout the reserve. However, the use of herbicides must be very carefully administered to ensure this does not impact upon <em>D. oreopodion</em>.&#160; Adequate fire management is also required. Further survey effort in the region is required, and is ongoing.",Australasian,,false,false,Global
67694294,66437231,Drosera bicolor,Vulnerable,D2,2020,2020-01-17 00:00:00 UTC,3.1,English,"Based on the species highly restricted EOO and the fact it is known from only three localities in a single location,&#160;<em>Drosera</em><em>&#160;bicolor</em> is assessed as Vulnerable D2. Although the species meets the criteria for Critically Endangered on the basis of EOO, AOO, and the presence of only a single location, no continuing decline has been observed in the quality of habitat and the population is believed to be stable. On these bases, the species is assessed as VU D2, as its restricted area of occupancy in an unprotected area means land clearing, altered fire regimes, or development could drive the species to EN, CR or even EX in a very short time.","<em>Drosera bicolor </em>is a small geophytic carnivorous herb, and grows in heathland on deep sands. The species flowers in September-October, and retreats to a subterranean tuber over summer.","As the species is known only from a small area of unprotected habitat, habitat loss and fragmentation may pose a significant threat to  population viability. Altered hydrology in its seasonally wet habitat is also of  potential concern, and managed fires during winter and  spring when the species is flowering and setting seed may also be of significance.","Three collections of the species are known, comprising one location. All three subpopulations occur in a small area in the upper Phillips River area northwest of Ravensthorpe. An additional population is recorded from Jerramungup in 1992, approximately 120 km to the west (Lowrie 2014), however this population has been unable to be recently verified as extant.",Unknown,"<em>Drosera bicolor</em> is known only from a small area in the southwest of Western Australia northwest of Ravensthorpe, in the upper Phillips River catchment area (Lowrie 2014).",This species is cultivated by a small number of dedicated enthusiasts of the genus. Commercial trade is insignificant.,Terrestrial,"No conservation and management initiatives dealing specifically with  this taxon are known. The management of hydrology in the Phillips River catchment should be a priority. Additionally, land managers should  consider burning in periods other  than winter and spring to ensure population viability. All known subpopulations of this species should be carefully monitored to ensure populations remain stable and confirm that no threats are present.",Australasian,,false,false,Global
